client_id	path	sentence	up_votes	down_votes	age	gender	accent
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756242.mp3	Bunda başarı sağlandı gibi de görünüyor.	2	1	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756243.mp3	Türkiye tutuklamaları memnuniyetle karşıladı.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756245.mp3	İşsizlik oranı ise yüzde yirmi civarında.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756246.mp3	Kayak kulüpleri de iyimserler.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756262.mp3	Tasarı yüksek mahkeme tarafından da reddedildi.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756263.mp3	Bana göre bu dikkate değer bir başarıdır.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756264.mp3	Ancak yasa yaygın bir şekilde uygulanmıyor.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756266.mp3	Çalışanlar kırk günden fazla süredir grev yapıyor.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756274.mp3	Bu rakam iki bin dörtten yaklaşık yirmi dokuz bin beş yüze ulaştı.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756276.mp3	Bunlar yalıtılmış örnekler değil.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756277.mp3	Mahhemenin altı ay sürmesi bekleniyor.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756278.mp3	Bu düşüş de yine işten çıkarma anlamına gelecek.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756279.mp3	"İstanbul'da protesto eden bir gazeteci."	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756280.mp3	Bir kasabanın yarısını boşaltmak zorunda kalırsanız bu kadar insanı nereye taşıyacaksınız?	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756282.mp3	Kadın meclis üyelerinin sayısı da artıyor.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756283.mp3	Açıkça görülüyor ki halkın bilgiye ihtiyacı var.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756284.mp3	"Bu, Avrupa'ya uzanan bir yol."	2	1	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756285.mp3	Ancak krediyi kimin vereceği henüz belli değil.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756296.mp3	Bu da özelleştirme gelirlerinden karşılanacak.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756301.mp3	Şu anda şirket tam özelleştirmeye hazırlanıyor.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756302.mp3	Teklif kırk beş gün süreyle geçerli olacak.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756303.mp3	Costi Rogozanu meseleyi küçümsüyor.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756369.mp3	Uçuş planı dediğimiz şey budur.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756370.mp3	Bu Aralık iki bin onda oldu.	2	1	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756371.mp3	Türkiye yönetim sistemini elden geçiriyor.	2	0	twenties	male	
1c4f1371075f6e9870c2523bc68067c9fbf0a8c3862ac1480fe4c2ebfefa3e5f1f94d6c60e0e02b07eda2effdb6515b2a20053476b39bafa8746e25ac784ef67	common_voice_tr_18756389.mp3	Her aileye beş yüz avro kadar yardım yapılabilecek.	2	0	twenties	male	
